"f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","date_time","class"
"true","true","Yes","6","true","1","false","1","type_C","false","false","false","74","3370","true","false","type_A","1","false","1","59.95","A","10.6","full_match","1","2","1","true","false","1","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","true","0.0","type_B","false","false","0","0","0","false","true","not_valid","1","59.95","2017-04-10T20:14:15.381","1"
"true","false","Yes","5","true","1","false","3","type_B","false","false","false","232","277","false","true","type_A","1","false","3","50.0","D","66.01","full_match","3","2","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","0.13","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","3","false","true","not_valid","3","50.0","2017-04-23T20:16:15.369","1"
"true","true","Yes","4","true","1","true","1","type_A","false","false","false","500","8","true","false","type_A","1","true","1","70.03","B","86.89","full_match","1","1","1","true","false","1","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","0","false","true","not_valid","1","70.03","2017-05-06T13:22:13.928","1"
"true","false","Yes","2","true","1","false","69","type_B","false","false","false","906","744","true","true","type_C","1","false","6","132.0","D","99.0","full_match","29","16","1","true","false","1","false","false","false","true","false","0","false","false","not_valid","true","true","true","not_valid","false","false","false","0","0.0","false","false","false","0.33","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","22","false","false","not_valid","69","132.0","2017-05-01T00:09:12.972","1"
"true","false","Yes","3","false","1","true","4","type_A","false","false","false","500","64","false","true","type_A","1","false","2","80.0","E","85.76","full_match","3","3","1","true","false","0","false","false","false","false","false","0","false","false","no_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","0.26","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","4","false","true","not_valid","4","80.0","2017-05-07T06:24:48.546","1"
"true","true","Yes","1","true","1","true","6","type_A","false","false","false","895","210","false","true","type_A","1","true","1","150.0","B","99.0","full_match","1","1","1","true","false","0","false","false","false","true","false","0","false","false","not_valid","false","false","false","not_valid","false","false","false","0","0.0","true","false","false","1.0","false","true","0","false","true","0.0","type_B","false","false","0","0","6","false","false","not_valid","6","150.0","2017-05-04T17:52:21.592","1"
"true","false","Yes","1","true","1","false","3","type_A","false","false","true","500","54","false","true","type_A","1","true","1","190.0","B","0.48","full_match","1","2","1","false","false","10","false","true","false","true","false","0","false","false","full_match","false","false","true","full_match","false","false","false","10","1253.99","true","true","false","1.0","true","true","0","true","true","1037.0","type_B","true","true","10","0","0","true","true","not_valid","3","1443.99","2017-05-17T15:21:12.860","1"
"true","true","Yes","1","true","1","false","6","type_B","false","false","false","895","318","false","true","type_C","3","false","3","55.0","D","99.0","full_match","5","7","4","true","false","0","false","false","false","true","false","0","false","false","no_match","true","false","true","full_match","false","false","false","0","0.0","true","false","false","0.18","not_valid","true","0","false","false","0.0","type_B","false","false","0","0","6","false","false","not_valid","6","55.0","2017-05-19T04:37:03.216","1"
"true","true","Yes","1","true","1","false","6","type_B","false","false","false","86","2469","true","true","type_A","1","false","1","112.5","A","92.19","full_match","2","1","1","true","false","3","false","false","true","true","false","6","false","false","not_valid","false","false","true","not_valid","true","true","false","0","0.0","true","false","false","0.38","false","true","0","true","false","0.0","type_B","false","false","0","0","0","true","true","not_valid","6","112.5","2017-05-22T10:10:22.34","1"
"true","false","Yes","4","true","1","true","1","type_C","false","false","false","500","0","false","false","type_A","1","false","1","63.2","C","0.98","full_match","1","1","1","false","false","0","false","false","false","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","1","63.2","2017-05-01T06:48:17.53","1"
"true","false","Yes","4","true","1","true","1","type_C","false","false","false","83","2733","false","false","type_A","1","false","1","109.12","B","0.1","partial_match","1","1","1","false","false","0","false","true","true","true","false","0","false","true","not_valid","true","false","true","not_valid","false","false","false","0","0.0","true","true","false","1.0","true","true","0","true","true","0.0","type_B","true","false","0","0","1","true","true","not_valid","1","109.12","2017-05-19T17:27:00.289","1"
"true","false","Yes","2","true","1","false","2","type_B","false","false","true","74","3438","true","false","type_A","2","true","1","1612.5","B","7.47","full_match","1","3","2","false","true","41","true","not_valid","true","true","false","0","true","true","not_valid","true","false","true","not_valid","false","false","false","2","2147.56","true","true","false","1.0","not_valid","false","5","true","true","2147.56","type_G","true","true","2","0","0","true","true","full_match","1","1612.5","2017-05-30T15:14:55.94","1"
"true","false","Yes","1","true","1","false","2","type_C","true","true","true","500","48","false","false","type_A","2","false","1","291.0","D","0.58","full_match","1","2","2","true","true","2","true","true","false","true","false","0","true","true","not_valid","true","false","true","not_valid","false","false","false","2","440.38","true","true","true","1.0","true","false","1","true","true","338.53","type_A","true","true","1","0","0","true","true","not_valid","0","731.38","2017-05-25T16:41:36.282","1"
"true","false","Yes","2","true","1","true","3","type_C","false","false","false","500","0","true","true","type_A","1","false","1","63.2","A","20.26","full_match","1","2","1","false","false","1","false","false","false","true","false","0","false","false","not_valid","true","false","true","not_valid","false","false","false","0","0.0","false","false","false","0.53","not_valid","true","0","true","false","0.0","type_B","false","false","0","0","1","false","true","not_valid","3","63.2","2017-04-12T00:42:22.880","1"
"true","false","Yes","2","true","1","false","3","type_A","true","true","true","92","2025","false","false","type_A","1","true","3","175.0","A","0.1","full_match","1","2","2","false","true","102","true","false","true","true","false","7","true","false","full_match","true","false","true","full_match","true","true","false","101","16328.3","true","false","true","0.33","true","true","99","false","false","15378.5","type_A","false","false","56","0","0","true","false","not_valid","0","16503.300000000003","2017-04-20T14:54:51.627","1"
"true","true","No","1","false","1","false","9","type_C","false","false","false","930","1010","true","true","type_A","1","false","2","105.0","B","99.0","full_match","2","1","2","true","false","6","false","false","true","true","false","0","false","false","not_valid","true","true","true","not_valid","false","false","false","0","0.0","false","false","false","1.0","not_valid","true","0","false","true","0.0","type_B","false","false","0","0","1","true","false","not_valid","9","162.5","2017-05-11T16:50:34.890","1"
